,city,country,parameter,value,unit
4688,Lucknow,IN,so2,2.8,µg/m³
4689,Lucknow,IN,so2,2.8,µg/m³
4690,Lucknow,IN,so2,2.8,µg/m³
4691,Lucknow,IN,so2,2.8,µg/m³
4692,Lucknow,IN,so2,2.8,µg/m³
4693,Lucknow,IN,so2,2.8,µg/m³
4694,Lucknow,IN,so2,2.8,µg/m³
4695,Lucknow,IN,so2,2.8,µg/m³
4696,Lucknow,IN,so2,2.8,µg/m³
4697,Lucknow,IN,so2,2.8,µg/m³
4698,Lucknow,IN,so2,2.8,µg/m³
4699,Lucknow,IN,so2,2.8,µg/m³
4700,Lucknow,IN,so2,2.8,µg/m³
4701,Lucknow,IN,so2,2.8,µg/m³
4702,Lucknow,IN,so2,2.8,µg/m³
4703,Lucknow,IN,so2,2.8,µg/m³
4704,Lucknow,IN,so2,2.8,µg/m³
4705,Lucknow,IN,so2,2.8,µg/m³
4706,Lucknow,IN,so2,2.8,µg/m³
4707,Lucknow,IN,so2,2.8,µg/m³
4708,Lucknow,IN,so2,2.8,µg/m³
4709,Lucknow,IN,so2,2.8,µg/m³
4710,Lucknow,IN,so2,2.8,µg/m³
4711,Lucknow,IN,so2,2.8,µg/m³
4712,Lucknow,IN,so2,2.8,µg/m³
4713,Lucknow,IN,so2,2.8,µg/m³
4714,Lucknow,IN,so2,2.8,µg/m³
4715,Lucknow,IN,so2,2.8,µg/m³
4716,Lucknow,IN,so2,2.8,µg/m³
4717,Lucknow,IN,so2,2.8,µg/m³
4718,Lucknow,IN,so2,2.8,µg/m³
4719,Lucknow,IN,so2,2.8,µg/m³
4720,Lucknow,IN,so2,2.8,µg/m³
4721,Lucknow,IN,so2,2.8,µg/m³
4722,Lucknow,IN,so2,2.8,µg/m³
4723,Lucknow,IN,so2,2.8,µg/m³
4724,Lucknow,IN,so2,2.8,µg/m³
4725,Lucknow,IN,so2,2.8,µg/m³
4726,Lucknow,IN,so2,2.8,µg/m³
4727,Lucknow,IN,so2,2.8,µg/m³
4728,Lucknow,IN,so2,2.8,µg/m³
4729,Lucknow,IN,so2,2.8,µg/m³
4730,Lucknow,IN,so2,2.8,µg/m³
4731,Lucknow,IN,so2,2.8,µg/m³
4732,Lucknow,IN,so2,2.8,µg/m³
4733,Lucknow,IN,so2,2.8,µg/m³
4734,Lucknow,IN,so2,2.8,µg/m³
4735,Lucknow,IN,so2,2.8,µg/m³
4736,Lucknow,IN,so2,2.8,µg/m³
4737,Lucknow,IN,so2,2.8,µg/m³
4738,Lucknow,IN,so2,2.8,µg/m³
4739,Lucknow,IN,so2,2.8,µg/m³
4740,Lucknow,IN,so2,2.8,µg/m³
4741,Lucknow,IN,so2,2.8,µg/m³
4742,Lucknow,IN,so2,2.8,µg/m³
4743,Lucknow,IN,so2,2.8,µg/m³
4744,Lucknow,IN,so2,2.8,µg/m³
4745,Lucknow,IN,so2,2.8,µg/m³
4746,Lucknow,IN,so2,2.8,µg/m³
4747,Lucknow,IN,so2,2.8,µg/m³
4748,Lucknow,IN,so2,2.8,µg/m³
4749,Lucknow,IN,so2,2.8,µg/m³
4750,Lucknow,IN,so2,2.8,µg/m³
4751,Lucknow,IN,so2,2.8,µg/m³
4752,Lucknow,IN,so2,2.8,µg/m³
4753,Lucknow,IN,so2,2.8,µg/m³
4754,Lucknow,IN,so2,2.8,µg/m³
4755,Lucknow,IN,so2,2.8,µg/m³
4756,Lucknow,IN,so2,2.8,µg/m³
4757,Lucknow,IN,so2,2.8,µg/m³
4758,Lucknow,IN,so2,2.8,µg/m³
4759,Lucknow,IN,so2,2.8,µg/m³
4760,Lucknow,IN,so2,2.8,µg/m³
4761,Lucknow,IN,so2,2.8,µg/m³
4762,Lucknow,IN,so2,2.8,µg/m³
4763,Lucknow,IN,so2,2.8,µg/m³
4764,Lucknow,IN,so2,2.8,µg/m³
4765,Lucknow,IN,so2,2.8,µg/m³
4766,Lucknow,IN,so2,2.8,µg/m³
4767,Lucknow,IN,so2,2.8,µg/m³
4768,Lucknow,IN,so2,2.8,µg/m³
4769,Lucknow,IN,so2,2.8,µg/m³
4770,Lucknow,IN,so2,2.8,µg/m³
4771,Lucknow,IN,so2,2.8,µg/m³
4772,Lucknow,IN,so2,2.8,µg/m³
4773,Lucknow,IN,so2,2.8,µg/m³
4774,Lucknow,IN,so2,2.8,µg/m³
4775,Lucknow,IN,so2,2.8,µg/m³
4776,Lucknow,IN,so2,2.8,µg/m³
4777,Lucknow,IN,so2,2.8,µg/m³
4778,Lucknow,IN,so2,2.8,µg/m³
4779,Lucknow,IN,so2,2.8,µg/m³
4780,Lucknow,IN,so2,2.8,µg/m³
4781,Lucknow,IN,so2,2.8,µg/m³
4782,Lucknow,IN,so2,2.8,µg/m³
4783,Lucknow,IN,so2,2.8,µg/m³
4784,Lucknow,IN,so2,2.8,µg/m³
4785,Lucknow,IN,so2,2.8,µg/m³
4786,Lucknow,IN,so2,2.8,µg/m³
4787,Lucknow,IN,so2,2.8,µg/m³
4788,Lucknow,IN,so2,2.8,µg/m³
4789,Lucknow,IN,so2,2.8,µg/m³
4790,Lucknow,IN,so2,2.8,µg/m³
4791,Lucknow,IN,pm25,5.0,µg/m³
4792,Lucknow,IN,pm25,5.0,µg/m³
4793,Lucknow,IN,pm25,5.0,µg/m³
4794,Lucknow,IN,pm25,5.0,µg/m³
4795,Lucknow,IN,pm25,5.0,µg/m³
4796,Lucknow,IN,pm25,5.0,µg/m³
4797,Lucknow,IN,pm25,5.0,µg/m³
4798,Lucknow,IN,pm25,5.0,µg/m³
4799,Lucknow,IN,pm25,5.0,µg/m³
4800,Lucknow,IN,pm25,5.0,µg/m³
4801,Lucknow,IN,co,0.0,µg/m³
4802,Lucknow,IN,pm25,5.0,µg/m³
4803,Lucknow,IN,pm25,5.0,µg/m³
4804,Lucknow,IN,pm25,5.0,µg/m³
4805,Lucknow,IN,pm25,5.0,µg/m³
4806,Lucknow,IN,pm25,5.0,µg/m³
4807,Lucknow,IN,pm25,5.0,µg/m³
4808,Lucknow,IN,pm25,5.0,µg/m³
4809,Lucknow,IN,pm25,5.0,µg/m³
4810,Lucknow,IN,pm25,5.0,µg/m³
4811,Lucknow,IN,pm25,5.0,µg/m³
4812,Lucknow,IN,pm25,5.0,µg/m³
4813,Lucknow,IN,pm25,5.0,µg/m³
4814,Lucknow,IN,pm25,5.0,µg/m³
4815,Lucknow,IN,pm25,5.0,µg/m³
4816,Lucknow,IN,pm25,5.0,µg/m³
4817,Delhi,IN,o3,44.1,µg/m³
4818,Delhi,IN,co,220.0,µg/m³
4819,Delhi,IN,pm25,38.53,µg/m³
4820,Delhi,IN,pm10,73.52,µg/m³
4821,Delhi,IN,no2,12.81,µg/m³
4822,Delhi,IN,no2,29.73,µg/m³
4823,Delhi,IN,pm25,73.45,µg/m³
4824,Delhi,IN,pm10,310.73,µg/m³
4825,Delhi,IN,o3,21.79,µg/m³
4826,Delhi,IN,co,3470.0,µg/m³
4827,Delhi,IN,co,1410.0,µg/m³
4828,Delhi,IN,pm25,58.28,µg/m³
4829,Delhi,IN,pm10,197.81,µg/m³
4830,Delhi,IN,no2,15.61,µg/m³
4831,Delhi,IN,o3,41.5,µg/m³
4832,Delhi,IN,so2,9.5,µg/m³
4833,Delhi,IN,pm25,13.0,µg/m³
4834,Delhi,IN,pm10,63.0,µg/m³
4835,Delhi,IN,no2,17.8,µg/m³
4836,Delhi,IN,co,1300.0,µg/m³
4837,Nagpur,IN,so2,4.45,µg/m³
4838,Nagpur,IN,no2,13.23,µg/m³
4839,Nagpur,IN,o3,0.0,µg/m³
4840,Nagpur,IN,co,230.0,µg/m³
4841,Nagpur,IN,pm25,15.61,µg/m³
4842,Nagpur,IN,pm10,48.0,µg/m³
4843,Nagpur,IN,pm10,50.39,µg/m³
4844,Nagpur,IN,o3,14.76,µg/m³
4845,Nagpur,IN,no2,41.73,µg/m³
4846,Nagpur,IN,co,1250.0,µg/m³
4847,Nagpur,IN,so2,2.43,µg/m³
4848,Nagpur,IN,so2,5.72,µg/m³
4849,Nagpur,IN,pm10,135.51,µg/m³
4850,Nagpur,IN,o3,72.39,µg/m³
4851,Nagpur,IN,no2,36.41,µg/m³
4852,Nagpur,IN,co,610.0,µg/m³
4853,Nagpur,IN,o3,69.73,µg/m³
4854,Nagpur,IN,so2,6.63,µg/m³
4855,Nagpur,IN,no2,32.41,µg/m³
4856,Nagpur,IN,co,550.0,µg/m³
4857,Nagpur,IN,pm10,93.83,µg/m³
4858,Nagpur,IN,so2,5.72,µg/m³
4859,Nagpur,IN,o3,72.39,µg/m³
4860,Nagpur,IN,pm10,135.51,µg/m³
4861,Nagpur,IN,no2,36.41,µg/m³
4862,Nagpur,IN,co,610.0,µg/m³
4863,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,22.46,µg/m³
4864,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4865,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4866,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4867,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4868,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4869,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4870,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4871,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4872,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4873,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4874,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4875,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4876,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4877,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4878,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4879,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4880,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4881,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4882,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4883,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4884,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4885,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4886,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4887,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4888,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4889,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4890,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4891,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4892,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4893,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4894,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4895,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4896,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4897,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4898,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4899,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4900,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4901,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4902,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4903,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4904,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4905,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4906,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4907,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4908,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4909,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4910,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4911,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4912,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4913,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4914,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4915,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4916,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4917,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4918,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4919,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4920,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4921,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4922,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4923,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4924,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4925,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4926,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4927,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4928,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4929,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4930,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4931,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4932,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4933,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4934,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4935,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4936,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4937,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4938,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4939,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4940,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4941,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4942,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4943,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4944,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4945,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4946,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4947,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4948,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4949,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4950,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4951,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4952,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4953,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4954,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4955,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4956,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4957,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4958,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4959,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4960,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4961,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4962,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4963,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4964,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4965,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4966,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4967,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4968,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4969,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4970,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4971,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4972,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4973,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4974,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4975,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4976,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4977,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4978,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4979,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4980,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4981,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4982,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4983,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4984,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4985,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4986,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4987,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4988,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4989,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4990,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4991,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4992,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4993,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4994,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4995,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4996,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4997,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4998,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
4999,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5000,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5001,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5002,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5003,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5004,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5005,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5006,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5007,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5008,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5009,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5010,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5011,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5012,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5013,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5014,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5015,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5016,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5017,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5018,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5019,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5020,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5021,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5022,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5023,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5024,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5025,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5026,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5027,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5028,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5029,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5030,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5031,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5032,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5033,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5034,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5035,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5036,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5037,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5038,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5039,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5040,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5041,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5042,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5043,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5044,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5045,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5046,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5047,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5048,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5049,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5050,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5051,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5052,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5053,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5054,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5055,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5056,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5057,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5058,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5059,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5060,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5061,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5062,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5063,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5064,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5065,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5066,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5067,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5068,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5069,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5070,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5071,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5072,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5073,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5074,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5075,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5076,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5077,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5078,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5079,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5080,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5081,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5082,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5083,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5084,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5085,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
