,city,country,parameter,value,unit
2174,Haldia,IN,o3,0.0,µg/m³
2175,Haldia,IN,o3,0.0,µg/m³
2176,Haldia,IN,o3,0.0,µg/m³
2177,Haldia,IN,o3,0.0,µg/m³
2178,Haldia,IN,o3,0.0,µg/m³
2179,Haldia,IN,so2,0.0,µg/m³
2180,Haldia,IN,so2,0.0,µg/m³
2181,Haldia,IN,so2,0.0,µg/m³
2182,Haldia,IN,so2,0.0,µg/m³
2183,Haldia,IN,so2,0.0,µg/m³
2184,Haldia,IN,so2,0.0,µg/m³
2185,Haldia,IN,so2,0.0,µg/m³
2186,Haldia,IN,so2,0.0,µg/m³
2187,Haldia,IN,so2,0.0,µg/m³
2188,Haldia,IN,so2,0.0,µg/m³
2189,Haldia,IN,so2,0.0,µg/m³
2190,Haldia,IN,so2,0.0,µg/m³
2191,Haldia,IN,so2,0.0,µg/m³
2192,Haldia,IN,so2,0.0,µg/m³
2193,Haldia,IN,so2,0.0,µg/m³
2194,Haldia,IN,so2,0.0,µg/m³
2195,Haldia,IN,so2,0.0,µg/m³
2196,Haldia,IN,co,0.0,µg/m³
2197,Haldia,IN,co,0.0,µg/m³
2198,Haldia,IN,co,0.0,µg/m³
2199,Haldia,IN,co,0.0,µg/m³
2200,Haldia,IN,co,0.0,µg/m³
2201,Haldia,IN,co,0.0,µg/m³
2202,Haldia,IN,co,0.0,µg/m³
2203,Haldia,IN,co,0.0,µg/m³
2204,Haldia,IN,co,0.0,µg/m³
2205,Haldia,IN,co,0.0,µg/m³
2206,Haldia,IN,co,0.0,µg/m³
2207,Haldia,IN,co,0.0,µg/m³
2208,Haldia,IN,co,0.0,µg/m³
2209,Haldia,IN,co,0.0,µg/m³
2210,Haldia,IN,so2,0.0,µg/m³
2211,Haldia,IN,so2,0.0,µg/m³
2212,Haldia,IN,so2,0.0,µg/m³
2213,Haldia,IN,so2,0.0,µg/m³
2214,Haldia,IN,so2,0.0,µg/m³
2215,Haldia,IN,so2,0.0,µg/m³
2216,Haldia,IN,so2,0.0,µg/m³
2217,Haldia,IN,so2,0.0,µg/m³
2218,Haldia,IN,so2,0.0,µg/m³
2219,Haldia,IN,so2,0.0,µg/m³
2220,Haldia,IN,so2,0.0,µg/m³
2221,Haldia,IN,so2,0.0,µg/m³
2222,Haldia,IN,so2,0.0,µg/m³
2223,Haldia,IN,so2,0.0,µg/m³
2224,Haldia,IN,so2,0.0,µg/m³
2225,Haldia,IN,so2,0.0,µg/m³
2226,Haldia,IN,o3,0.0,µg/m³
2227,Haldia,IN,o3,0.0,µg/m³
2228,Haldia,IN,o3,0.0,µg/m³
2229,Haldia,IN,o3,0.0,µg/m³
2230,Haldia,IN,o3,0.0,µg/m³
2231,Haldia,IN,o3,0.0,µg/m³
2232,Haldia,IN,o3,0.0,µg/m³
2233,Haldia,IN,o3,0.0,µg/m³
2234,Haldia,IN,o3,0.0,µg/m³
2235,Haldia,IN,o3,0.0,µg/m³
2236,Haldia,IN,o3,0.0,µg/m³
2237,Haldia,IN,o3,0.0,µg/m³
2238,Haldia,IN,o3,0.0,µg/m³
2239,Haldia,IN,o3,0.0,µg/m³
2240,Haldia,IN,o3,0.0,µg/m³
2241,Haldia,IN,so2,0.0,µg/m³
2242,Haldia,IN,so2,0.0,µg/m³
2243,Haldia,IN,so2,0.0,µg/m³
2244,Haldia,IN,so2,0.0,µg/m³
2245,Haldia,IN,so2,0.0,µg/m³
2246,Haldia,IN,so2,0.0,µg/m³
2247,Haldia,IN,so2,0.0,µg/m³
2248,Haldia,IN,so2,0.0,µg/m³
2249,Haldia,IN,so2,0.0,µg/m³
2250,Haldia,IN,so2,0.0,µg/m³
2251,Haldia,IN,so2,0.0,µg/m³
2252,Haldia,IN,so2,0.0,µg/m³
2253,Haldia,IN,so2,0.0,µg/m³
2254,Haldia,IN,so2,0.0,µg/m³
2255,Haldia,IN,so2,0.0,µg/m³
2256,Haldia,IN,so2,0.0,µg/m³
2257,Haldia,IN,so2,0.0,µg/m³
2258,Haldia,IN,so2,0.0,µg/m³
2259,Haldia,IN,so2,0.0,µg/m³
2260,Haldia,IN,so2,0.0,µg/m³
2261,Haldia,IN,so2,0.0,µg/m³
2262,Haldia,IN,so2,0.0,µg/m³
2263,Haldia,IN,so2,0.0,µg/m³
2264,Haldia,IN,so2,0.0,µg/m³
2265,Haldia,IN,so2,0.0,µg/m³
2266,Haldia,IN,pm10,0.0,µg/m³
2267,Haldia,IN,pm10,0.0,µg/m³
2268,Haldia,IN,pm10,0.0,µg/m³
2269,Haldia,IN,pm10,0.0,µg/m³
2270,Haldia,IN,pm10,0.0,µg/m³
2271,Haldia,IN,pm10,0.0,µg/m³
2272,Haldia,IN,pm10,0.0,µg/m³
2273,Haldia,IN,pm10,0.0,µg/m³
2274,Haldia,IN,pm10,0.0,µg/m³
2275,Haldia,IN,pm10,0.0,µg/m³
2276,Haldia,IN,pm10,0.0,µg/m³
2277,Haldia,IN,pm10,0.0,µg/m³
2278,Haldia,IN,pm10,0.0,µg/m³
2279,Haldia,IN,pm10,0.0,µg/m³
2280,Haldia,IN,pm10,0.0,µg/m³
2281,Haldia,IN,pm10,0.0,µg/m³
2282,Haldia,IN,pm10,0.0,µg/m³
2283,Haldia,IN,pm10,0.0,µg/m³
2284,Haldia,IN,pm10,0.0,µg/m³
2285,Haldia,IN,pm10,0.0,µg/m³
2286,Haldia,IN,pm10,0.0,µg/m³
2287,Haldia,IN,pm10,0.0,µg/m³
2288,Haldia,IN,pm10,0.0,µg/m³
2289,Haldia,IN,pm10,0.0,µg/m³
2290,Haldia,IN,pm10,0.0,µg/m³
2291,Haldia,IN,pm10,0.0,µg/m³
2292,Haldia,IN,pm10,0.0,µg/m³
2293,Haldia,IN,so2,0.0,µg/m³
2294,Haldia,IN,so2,0.0,µg/m³
2295,Haldia,IN,so2,0.0,µg/m³
2296,Haldia,IN,so2,0.0,µg/m³
2297,Haldia,IN,so2,0.0,µg/m³
2298,Haldia,IN,so2,0.0,µg/m³
2299,Haldia,IN,so2,0.0,µg/m³
2300,Haldia,IN,so2,0.0,µg/m³
2301,Haldia,IN,so2,0.0,µg/m³
2302,Haldia,IN,so2,0.0,µg/m³
2303,Haldia,IN,so2,0.0,µg/m³
2304,Haldia,IN,so2,0.0,µg/m³
2305,Haldia,IN,so2,0.0,µg/m³
2306,Haldia,IN,so2,0.0,µg/m³
2307,Haldia,IN,co,0.0,µg/m³
2308,Haldia,IN,co,0.0,µg/m³
2309,Haldia,IN,co,0.0,µg/m³
2310,Haldia,IN,co,0.0,µg/m³
2311,Haldia,IN,co,0.0,µg/m³
2312,Haldia,IN,co,0.0,µg/m³
2313,Haldia,IN,co,0.0,µg/m³
2314,Haldia,IN,co,0.0,µg/m³
2315,Haldia,IN,co,0.0,µg/m³
2316,Haldia,IN,co,0.0,µg/m³
2317,Haldia,IN,co,0.0,µg/m³
2318,Haldia,IN,co,0.0,µg/m³
2319,Haldia,IN,co,0.0,µg/m³
2320,Haldia,IN,co,0.0,µg/m³
2321,Haldia,IN,co,0.0,µg/m³
2322,Haldia,IN,co,0.0,µg/m³
2323,Haldia,IN,co,0.0,µg/m³
2324,Haldia,IN,co,0.0,µg/m³
2325,Haldia,IN,co,0.0,µg/m³
2326,Haldia,IN,co,0.0,µg/m³
2327,Haldia,IN,co,0.0,µg/m³
2328,Haldia,IN,co,0.0,µg/m³
2329,Haldia,IN,co,0.0,µg/m³
2330,Haldia,IN,co,0.0,µg/m³
2331,Haldia,IN,co,0.0,µg/m³
2332,Haldia,IN,co,0.0,µg/m³
2333,Haldia,IN,co,0.0,µg/m³
2334,Haldia,IN,co,0.0,µg/m³
2335,Haldia,IN,co,0.0,µg/m³
2336,Haldia,IN,co,0.0,µg/m³
2337,Haldia,IN,co,0.0,µg/m³
2338,Haldia,IN,o3,0.0,µg/m³
2339,Haldia,IN,o3,0.0,µg/m³
2340,Haldia,IN,o3,0.0,µg/m³
2341,Haldia,IN,o3,0.0,µg/m³
2342,Haldia,IN,o3,0.0,µg/m³
2343,Haldia,IN,o3,0.0,µg/m³
2344,Haldia,IN,o3,0.0,µg/m³
2345,Haldia,IN,o3,0.0,µg/m³
2346,Haldia,IN,o3,0.0,µg/m³
2347,Haldia,IN,o3,0.0,µg/m³
2348,Haldia,IN,o3,0.0,µg/m³
2349,Haldia,IN,o3,0.0,µg/m³
2350,Haldia,IN,o3,0.0,µg/m³
2351,Haldia,IN,o3,0.0,µg/m³
2352,Haldia,IN,o3,0.0,µg/m³
2353,Haldia,IN,o3,0.0,µg/m³
2354,Haldia,IN,o3,0.0,µg/m³
2355,Haldia,IN,o3,0.0,µg/m³
2356,Haldia,IN,o3,0.0,µg/m³
2357,Haldia,IN,o3,0.0,µg/m³
2358,Haldia,IN,o3,0.0,µg/m³
2359,Haldia,IN,o3,0.0,µg/m³
2360,Haldia,IN,o3,0.0,µg/m³
2361,Haldia,IN,o3,0.0,µg/m³
2362,Haldia,IN,o3,0.0,µg/m³
2363,Haldia,IN,o3,0.0,µg/m³
2364,Haldia,IN,o3,0.0,µg/m³
2365,Haldia,IN,so2,0.0,µg/m³
2366,Haldia,IN,so2,0.0,µg/m³
2367,Haldia,IN,no2,0.0,µg/m³
2368,Haldia,IN,no2,0.0,µg/m³
2369,Haldia,IN,no2,0.0,µg/m³
2370,Haldia,IN,no2,0.0,µg/m³
2371,Haldia,IN,no2,0.0,µg/m³
2372,Haldia,IN,no2,0.0,µg/m³
2373,Haldia,IN,no2,0.0,µg/m³
2374,Haldia,IN,no2,0.0,µg/m³
2375,Haldia,IN,no2,0.0,µg/m³
2376,Haldia,IN,no2,0.0,µg/m³
2377,Haldia,IN,no2,0.0,µg/m³
2378,Haldia,IN,no2,0.0,µg/m³
2379,Haldia,IN,no2,0.0,µg/m³
2380,Haldia,IN,no2,0.0,µg/m³
2381,Haldia,IN,no2,0.0,µg/m³
2382,Haldia,IN,no2,0.0,µg/m³
2383,Haldia,IN,no2,0.0,µg/m³
2384,Haldia,IN,no2,0.0,µg/m³
2385,Haldia,IN,no2,0.0,µg/m³
2386,Haldia,IN,no2,0.0,µg/m³
2387,Haldia,IN,no2,0.0,µg/m³
2388,Haldia,IN,no2,0.0,µg/m³
2389,Haldia,IN,no2,0.0,µg/m³
2390,Haldia,IN,no2,0.0,µg/m³
2391,Haldia,IN,no2,0.0,µg/m³
2392,Haldia,IN,no2,0.0,µg/m³
2393,Haldia,IN,no2,0.0,µg/m³
2394,Haldia,IN,no2,0.0,µg/m³
2395,Haldia,IN,pm10,0.0,µg/m³
2396,Haldia,IN,pm10,0.0,µg/m³
2397,Haldia,IN,pm10,0.0,µg/m³
2398,Haldia,IN,pm10,0.0,µg/m³
2399,Haldia,IN,pm10,0.0,µg/m³
2400,Haldia,IN,pm10,0.0,µg/m³
2401,Haldia,IN,pm10,0.0,µg/m³
2402,Haldia,IN,pm10,0.0,µg/m³
2403,Haldia,IN,pm10,0.0,µg/m³
2404,Haldia,IN,pm10,0.0,µg/m³
2405,Haldia,IN,pm10,0.0,µg/m³
2406,Haldia,IN,pm10,0.0,µg/m³
2407,Haldia,IN,pm10,0.0,µg/m³
2408,Haldia,IN,pm10,0.0,µg/m³
2409,Haldia,IN,pm10,0.0,µg/m³
2410,Haldia,IN,pm10,0.0,µg/m³
2411,Haldia,IN,pm10,0.0,µg/m³
2412,Haldia,IN,pm10,0.0,µg/m³
2413,Haldia,IN,pm10,0.0,µg/m³
2414,Haldia,IN,pm10,0.0,µg/m³
2415,Haldia,IN,pm10,0.0,µg/m³
2416,Haldia,IN,pm10,0.0,µg/m³
2417,Haldia,IN,pm10,0.0,µg/m³
2418,Haldia,IN,pm10,0.0,µg/m³
2419,Haldia,IN,pm10,0.0,µg/m³
2420,Haldia,IN,pm10,0.0,µg/m³
2421,Haldia,IN,pm10,0.0,µg/m³
2422,Haldia,IN,pm10,0.0,µg/m³
2423,Haldia,IN,pm10,0.0,µg/m³
2424,Haldia,IN,pm10,0.0,µg/m³
2425,Haldia,IN,pm10,0.0,µg/m³
2426,Haldia,IN,pm10,0.0,µg/m³
2427,Haldia,IN,pm10,0.0,µg/m³
2428,Haldia,IN,pm10,0.0,µg/m³
2429,Haldia,IN,pm10,0.0,µg/m³
2430,Haldia,IN,pm10,0.0,µg/m³
2431,Haldia,IN,pm10,0.0,µg/m³
2432,Haldia,IN,pm10,0.0,µg/m³
2433,Haldia,IN,pm10,0.0,µg/m³
2434,Haldia,IN,pm10,0.0,µg/m³
2435,Haldia,IN,pm10,0.0,µg/m³
2436,Haldia,IN,pm10,0.0,µg/m³
2437,Haldia,IN,pm10,0.0,µg/m³
2438,Haldia,IN,pm10,0.0,µg/m³
2439,Haldia,IN,pm10,0.0,µg/m³
2440,Haldia,IN,pm10,0.0,µg/m³
2441,Haldia,IN,pm10,0.0,µg/m³
2442,Haldia,IN,pm10,0.0,µg/m³
2443,Haldia,IN,pm10,0.0,µg/m³
2444,Haldia,IN,pm10,0.0,µg/m³
2445,Haldia,IN,pm10,0.0,µg/m³
2446,Haldia,IN,pm10,0.0,µg/m³
2447,Haldia,IN,pm10,0.0,µg/m³
2448,Haldia,IN,pm10,0.0,µg/m³
2449,Haldia,IN,pm10,0.0,µg/m³
2450,Haldia,IN,pm10,0.0,µg/m³
2451,Haldia,IN,pm10,0.0,µg/m³
2452,Haldia,IN,pm10,0.0,µg/m³
2453,Haldia,IN,pm10,0.0,µg/m³
2454,Haldia,IN,pm10,0.0,µg/m³
2455,Haldia,IN,pm10,0.0,µg/m³
2456,Haldia,IN,pm10,0.0,µg/m³
2457,Haldia,IN,pm10,0.0,µg/m³
2458,Haldia,IN,pm10,0.0,µg/m³
2459,Haldia,IN,pm10,0.0,µg/m³
2460,Haldia,IN,pm10,0.0,µg/m³
2461,Haldia,IN,pm10,0.0,µg/m³
2462,Haldia,IN,pm10,0.0,µg/m³
2463,Haldia,IN,pm10,0.0,µg/m³
2464,Haldia,IN,pm10,0.0,µg/m³
2465,Haldia,IN,pm10,0.0,µg/m³
2466,Haldia,IN,co,0.0,µg/m³
2467,Haldia,IN,co,0.0,µg/m³
2468,Haldia,IN,o3,0.0,µg/m³
2469,Haldia,IN,o3,0.0,µg/m³
2470,Haldia,IN,o3,0.0,µg/m³
2471,Haldia,IN,o3,0.0,µg/m³
2472,Haldia,IN,o3,0.0,µg/m³
2473,Haldia,IN,no2,0.0,µg/m³
2474,Haldia,IN,no2,0.0,µg/m³
2475,Haldia,IN,no2,0.0,µg/m³
2476,Haldia,IN,no2,0.0,µg/m³
2477,Haldia,IN,no2,0.0,µg/m³
2478,Haldia,IN,no2,0.0,µg/m³
2479,Haldia,IN,no2,0.0,µg/m³
2480,Haldia,IN,no2,0.0,µg/m³
2481,Haldia,IN,no2,0.0,µg/m³
2482,Haldia,IN,no2,0.0,µg/m³
2483,Haldia,IN,no2,0.0,µg/m³
2484,Haldia,IN,no2,0.0,µg/m³
2485,Haldia,IN,no2,0.0,µg/m³
2486,Haldia,IN,no2,0.0,µg/m³
2487,Haldia,IN,no2,0.0,µg/m³
2488,Haldia,IN,no2,0.0,µg/m³
2489,Haldia,IN,no2,0.0,µg/m³
2490,Haldia,IN,no2,0.0,µg/m³
2491,Haldia,IN,no2,0.0,µg/m³
2492,Haldia,IN,no2,0.0,µg/m³
2493,Haldia,IN,no2,0.0,µg/m³
2494,Haldia,IN,no2,0.0,µg/m³
2495,Haldia,IN,no2,0.0,µg/m³
2496,Haldia,IN,co,0.0,µg/m³
2497,Haldia,IN,co,0.0,µg/m³
2498,Haldia,IN,co,0.0,µg/m³
2499,Haldia,IN,co,0.0,µg/m³
2500,Haldia,IN,co,0.0,µg/m³
2501,Haldia,IN,co,0.0,µg/m³
2502,Haldia,IN,co,0.0,µg/m³
2503,Haldia,IN,co,0.0,µg/m³
2504,Haldia,IN,co,0.0,µg/m³
2505,Haldia,IN,co,0.0,µg/m³
2506,Haldia,IN,co,0.0,µg/m³
2507,Haldia,IN,co,0.0,µg/m³
2508,Haldia,IN,co,0.0,µg/m³
2509,Haldia,IN,co,0.0,µg/m³
2510,Haldia,IN,co,0.0,µg/m³
2511,Haldia,IN,co,0.0,µg/m³
2512,Haldia,IN,co,0.0,µg/m³
2513,Haldia,IN,co,0.0,µg/m³
2514,Haldia,IN,co,0.0,µg/m³
2515,Haldia,IN,co,0.0,µg/m³
2516,Haldia,IN,co,0.0,µg/m³
2517,Haldia,IN,co,0.0,µg/m³
2518,Haldia,IN,co,0.0,µg/m³
2519,Haldia,IN,co,0.0,µg/m³
2520,Haldia,IN,co,0.0,µg/m³
2521,Haldia,IN,co,0.0,µg/m³
2522,Haldia,IN,co,0.0,µg/m³
2523,Haldia,IN,co,0.0,µg/m³
2524,Haldia,IN,co,0.0,µg/m³
2525,Haldia,IN,co,0.0,µg/m³
2526,Haldia,IN,co,0.0,µg/m³
2527,Haldia,IN,co,0.0,µg/m³
2528,Haldia,IN,co,0.0,µg/m³
2529,Haldia,IN,co,0.0,µg/m³
2530,Haldia,IN,co,0.0,µg/m³
2531,Haldia,IN,co,0.0,µg/m³
2532,Haldia,IN,co,0.0,µg/m³
2533,Haldia,IN,co,0.0,µg/m³
2534,Haldia,IN,co,0.0,µg/m³
2535,Haldia,IN,co,0.0,µg/m³
2536,Haldia,IN,co,0.0,µg/m³
2537,Haldia,IN,co,0.0,µg/m³
2538,Haldia,IN,co,0.0,µg/m³
2539,Haldia,IN,co,0.0,µg/m³
2540,Haldia,IN,co,0.0,µg/m³
2541,Haldia,IN,co,0.0,µg/m³
2542,Haldia,IN,co,0.0,µg/m³
2543,Haldia,IN,co,0.0,µg/m³
2544,Haldia,IN,co,0.0,µg/m³
2545,Haldia,IN,co,0.0,µg/m³
2546,Haldia,IN,co,0.0,µg/m³
2547,Haldia,IN,no2,0.0,µg/m³
2548,Haldia,IN,no2,0.0,µg/m³
2549,Haldia,IN,no2,0.0,µg/m³
2550,Haldia,IN,no2,0.0,µg/m³
2551,Haldia,IN,no2,0.0,µg/m³
2552,Haldia,IN,no2,0.0,µg/m³
2553,Haldia,IN,no2,0.0,µg/m³
2554,Haldia,IN,no2,0.0,µg/m³
2555,Haldia,IN,no2,0.0,µg/m³
2556,Haldia,IN,no2,0.0,µg/m³
2557,Haldia,IN,no2,0.0,µg/m³
2558,Haldia,IN,no2,0.0,µg/m³
2559,Haldia,IN,no2,0.0,µg/m³
2560,Haldia,IN,no2,0.0,µg/m³
2561,Haldia,IN,no2,0.0,µg/m³
2562,Haldia,IN,o3,0.0,µg/m³
2563,Haldia,IN,o3,0.0,µg/m³
2564,Haldia,IN,o3,0.0,µg/m³
2565,Haldia,IN,o3,0.0,µg/m³
2566,Haldia,IN,o3,0.0,µg/m³
2567,Haldia,IN,o3,0.0,µg/m³
2568,Haldia,IN,o3,0.0,µg/m³
2569,Haldia,IN,o3,0.0,µg/m³
2570,Haldia,IN,o3,0.0,µg/m³
2571,Haldia,IN,o3,0.0,µg/m³
2572,Haldia,IN,o3,0.0,µg/m³
2573,Haldia,IN,o3,0.0,µg/m³
2574,Haldia,IN,no2,0.0,µg/m³
2575,Haldia,IN,no2,0.0,µg/m³
2576,Haldia,IN,no2,0.0,µg/m³
2577,Haldia,IN,no2,0.0,µg/m³
2578,Haldia,IN,no2,0.0,µg/m³
2579,Haldia,IN,no2,0.0,µg/m³
2580,Haldia,IN,no2,0.0,µg/m³
2581,Haldia,IN,no2,0.0,µg/m³
2582,Haldia,IN,no2,0.0,µg/m³
2583,Haldia,IN,no2,0.0,µg/m³
2584,Haldia,IN,no2,0.0,µg/m³
2585,Haldia,IN,no2,0.0,µg/m³
2586,Haldia,IN,no2,0.0,µg/m³
2587,Haldia,IN,no2,0.0,µg/m³
2588,Haldia,IN,no2,0.0,µg/m³
2589,Haldia,IN,no2,0.0,µg/m³
2590,Haldia,IN,no2,0.0,µg/m³
2591,Haldia,IN,no2,0.0,µg/m³
2592,Haldia,IN,no2,0.0,µg/m³
2593,Haldia,IN,no2,0.0,µg/m³
2594,Haldia,IN,no2,0.0,µg/m³
2595,Haldia,IN,no2,0.0,µg/m³
2596,Haldia,IN,no2,0.0,µg/m³
2597,Haldia,IN,no2,0.0,µg/m³
2598,Haldia,IN,no2,0.0,µg/m³
2599,Haldia,IN,no2,0.0,µg/m³
2600,Haldia,IN,no2,0.0,µg/m³
2601,Haldia,IN,no2,0.0,µg/m³
2602,Haldia,IN,no2,0.0,µg/m³
2603,Haldia,IN,no2,0.0,µg/m³
2604,Haldia,IN,no2,0.0,µg/m³
2605,Haldia,IN,no2,0.0,µg/m³
2606,Haldia,IN,so2,0.0,µg/m³
2607,Haldia,IN,so2,0.0,µg/m³
2608,Haldia,IN,so2,0.0,µg/m³
2609,Haldia,IN,o3,0.0,µg/m³
2610,Haldia,IN,o3,0.0,µg/m³
2611,Haldia,IN,o3,0.0,µg/m³
2612,Haldia,IN,o3,0.0,µg/m³
2613,Haldia,IN,o3,0.0,µg/m³
2614,Haldia,IN,o3,0.0,µg/m³
2615,Haldia,IN,o3,0.0,µg/m³
2616,Haldia,IN,o3,0.0,µg/m³
2617,Haldia,IN,o3,0.0,µg/m³
2618,Haldia,IN,o3,0.0,µg/m³
2619,Haldia,IN,o3,0.0,µg/m³
2620,Haldia,IN,o3,0.0,µg/m³
2621,Haldia,IN,o3,0.0,µg/m³
2622,Haldia,IN,o3,0.0,µg/m³
2623,Haldia,IN,o3,0.0,µg/m³
2624,Haldia,IN,o3,0.0,µg/m³
2625,Haldia,IN,o3,0.0,µg/m³
2626,Haldia,IN,o3,0.0,µg/m³
2627,Haldia,IN,o3,0.0,µg/m³
2628,Haldia,IN,o3,0.0,µg/m³
2629,Haldia,IN,o3,0.0,µg/m³
2630,Haldia,IN,o3,0.0,µg/m³
2631,Haldia,IN,o3,0.0,µg/m³
2632,Haldia,IN,o3,0.0,µg/m³
2633,Haldia,IN,o3,0.0,µg/m³
2634,Haldia,IN,o3,0.0,µg/m³
2635,Haldia,IN,o3,0.0,µg/m³
2636,Haldia,IN,o3,0.0,µg/m³
2637,Haldia,IN,o3,0.0,µg/m³
2638,Haldia,IN,o3,0.0,µg/m³
2639,Haldia,IN,so2,0.0,µg/m³
2640,Haldia,IN,so2,0.0,µg/m³
2641,Haldia,IN,so2,0.0,µg/m³
2642,Haldia,IN,so2,0.0,µg/m³
2643,Haldia,IN,so2,0.0,µg/m³
2644,Haldia,IN,so2,0.0,µg/m³
2645,Haldia,IN,so2,0.0,µg/m³
2646,Haldia,IN,so2,0.0,µg/m³
2647,Haldia,IN,so2,0.0,µg/m³
2648,Haldia,IN,so2,0.0,µg/m³
2649,Haldia,IN,so2,0.0,µg/m³
2650,Haldia,IN,so2,0.0,µg/m³
2651,Haldia,IN,so2,0.0,µg/m³
2652,Haldia,IN,so2,0.0,µg/m³
2653,Haldia,IN,so2,0.0,µg/m³
2654,Haldia,IN,so2,0.0,µg/m³
2655,Haldia,IN,so2,0.0,µg/m³
2656,Haldia,IN,so2,0.0,µg/m³
2657,Haldia,IN,so2,0.0,µg/m³
2658,Haldia,IN,so2,0.0,µg/m³
2659,Haldia,IN,so2,0.0,µg/m³
2660,Bathinda ,IN,so2,6.5,µg/m³
2661,Bathinda ,IN,so2,6.05,µg/m³
2662,Bathinda ,IN,no2,22.53,µg/m³
2663,Bathinda ,IN,pm25,0.0,µg/m³
2664,Bathinda ,IN,pm10,29.6,µg/m³
2665,Bathinda ,IN,pm25,0.0,µg/m³
2666,Bathinda ,IN,pm10,22.0,µg/m³
2667,Bathinda ,IN,co,0.0,µg/m³
2668,Bathinda ,IN,co,10.0,µg/m³
2669,Bathinda ,IN,no2,17.74,µg/m³
2670,Mysuru,IN,no2,12.36,µg/m³
2671,Mysuru,IN,o3,15.41,µg/m³
2672,Mysuru,IN,pm25,12.64,µg/m³
2673,Mysuru,IN,pm10,4.5,µg/m³
2674,Mysuru,IN,so2,0.0,µg/m³
2675,Mysuru,IN,co,680.0,µg/m³
2676,Opp.: CBI Office,IN,co,950.0,µg/m³
2677,Opp.: CBI Office,IN,o3,37.08,µg/m³
2678,Opp.: CBI Office,IN,pm25,19.0,µg/m³
2679,Opp.: CBI Office,IN,pm10,33.0,µg/m³
2680,Opp.: CBI Office,IN,no2,11.2,µg/m³
2681,Opp.: CBI Office,IN,co,30.0,µg/m³
2682,Opp.: CBI Office,IN,pm25,18.0,µg/m³
2683,Opp.: CBI Office,IN,pm10,37.0,µg/m³
2684,Opp.: CBI Office,IN,o3,1.18,µg/m³
2685,Opp.: CBI Office,IN,no2,9.1,µg/m³
2686,Opp.: CBI Office,IN,so2,2.7,µg/m³
2687,Opp.: CBI Office,IN,so2,10.5,µg/m³
2688,Rajiv Gandhi Institute of Chest Diseases,IN,so2,1.6,µg/m³
2689,Rajiv Gandhi Institute of Chest Diseases,IN,o3,9.41,µg/m³
2690,Rajiv Gandhi Institute of Chest Diseases,IN,o3,39.98,µg/m³
2691,Rajiv Gandhi Institute of Chest Diseases,IN,no2,6.9,µg/m³
2692,Rajiv Gandhi Institute of Chest Diseases,IN,pm25,10.0,µg/m³
2693,Rajiv Gandhi Institute of Chest Diseases,IN,pm10,34.0,µg/m³
2694,Rajiv Gandhi Institute of Chest Diseases,IN,no2,12.8,µg/m³
2695,Rajiv Gandhi Institute of Chest Diseases,IN,so2,10.5,µg/m³
2696,Rajiv Gandhi Institute of Chest Diseases,IN,pm25,12.0,µg/m³
2697,Rajiv Gandhi Institute of Chest Diseases,IN,pm10,20.0,µg/m³
2698,Rajiv Gandhi Institute of Chest Diseases,IN,co,0.39,µg/m³
2699,Rajiv Gandhi Institute of Chest Diseases,IN,co,0.24,µg/m³
2700,Howrah,IN,no2,39.15,µg/m³
2701,Howrah,IN,no2,39.15,µg/m³
2702,Howrah,IN,no2,39.15,µg/m³
2703,Howrah,IN,no2,39.15,µg/m³
2704,Howrah,IN,so2,24.27,µg/m³
2705,Howrah,IN,so2,24.27,µg/m³
2706,Howrah,IN,so2,24.27,µg/m³
2707,Howrah,IN,so2,24.27,µg/m³
2708,Howrah,IN,so2,24.27,µg/m³
2709,Howrah,IN,so2,24.27,µg/m³
2710,Howrah,IN,pm10,129.52,µg/m³
2711,Howrah,IN,co,1250.0,µg/m³
2712,Howrah,IN,co,1250.0,µg/m³
2713,Howrah,IN,co,1250.0,µg/m³
2714,Howrah,IN,co,1250.0,µg/m³
2715,Howrah,IN,co,1250.0,µg/m³
2716,Howrah,IN,co,1250.0,µg/m³
2717,Howrah,IN,co,1250.0,µg/m³
2718,Howrah,IN,no2,39.15,µg/m³
2719,Howrah,IN,no2,39.15,µg/m³
2720,Howrah,IN,no2,39.15,µg/m³
2721,Howrah,IN,so2,24.27,µg/m³
2722,Howrah,IN,so2,24.27,µg/m³
2723,Howrah,IN,so2,24.27,µg/m³
2724,Howrah,IN,pm10,129.52,µg/m³
2725,Howrah,IN,pm10,129.52,µg/m³
2726,Howrah,IN,pm10,129.52,µg/m³
2727,Howrah,IN,pm10,129.52,µg/m³
2728,Howrah,IN,pm10,129.52,µg/m³
2729,Howrah,IN,pm10,129.52,µg/m³
2730,Howrah,IN,pm10,129.52,µg/m³
2731,Howrah,IN,so2,24.27,µg/m³
2732,Howrah,IN,so2,24.27,µg/m³
2733,Howrah,IN,so2,24.27,µg/m³
2734,Howrah,IN,so2,24.27,µg/m³
2735,Howrah,IN,so2,24.27,µg/m³
2736,Howrah,IN,so2,24.27,µg/m³
2737,Howrah,IN,so2,24.27,µg/m³
2738,Howrah,IN,co,1250.0,µg/m³
2739,Howrah,IN,co,1250.0,µg/m³
2740,Howrah,IN,co,1250.0,µg/m³
2741,Howrah,IN,co,1250.0,µg/m³
2742,Howrah,IN,co,1250.0,µg/m³
